Sample_ID,Species,Site,Species_Group,Site_Group,Download_link,Ref
Y0630C,Carassius auratus,Y_09_A,C_Carassius_auratus,C_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0632C,Carassius auratus,Y_09_A,C_Carassius_auratus,C_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0633C,Carassius auratus,Y_09_B,C_Carassius_auratus,C_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0638C,Cyprinus carpio,Y_09_D,C_Cyprinus_carpio,C_Y_09_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0639C,Cyprinus carpio,Y_09_C,C_Cyprinus_carpio,C_Y_09_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0640C,Cyprinus carpio,Y_09_B,C_Cyprinus_carpio,C_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0641C,Cyprinus carpio,Y_09_B,C_Cyprinus_carpio,C_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0642C,Cyprinus carpio,Y_09_B,C_Cyprinus_carpio,C_Y_09_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0650C,Ameiurus nebulosus,Y_09_D,C_Ameiurus_nebulosus,C_Y_09_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/411/365/GCA_012411365.1_AMELA_1.0/GCA_012411365.1_AMELA_1.0_genomic.fna.gz,Ameiurus melas
Y0651C,Ameiurus nebulosus,Y_09_A,C_Ameiurus_nebulosus,C_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/411/365/GCA_012411365.1_AMELA_1.0/GCA_012411365.1_AMELA_1.0_genomic.fna.gz,Ameiurus melas
Y0652C,Hemiculter tchangi,Y_09_A,C_Hemiculter_tchangi,C_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0653C,Hemibarbus maculatus,Y_09_A,C_Hemibarbus_maculatus,C_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0654C,Luciobarbus capito,Y_09_A,C_Luciobarbus_capito,C_Y_09_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/325/GCA_029874325.1_ASM2987432v1/GCA_029874325.1_ASM2987432v1_genomic.fna.gz,Luciobarbus bocagei
Y0678C,Ancherythroculter kurematsui,Y_10_A,C_Ancherythroculter_kurematsui,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0679C,Ancherythroculter kurematsui,Y_10_A,C_Ancherythroculter_kurematsui,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0680C,Megalobrama pellegrini,Y_10_A,C_Megalobrama_pellegrini,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama amblycephala
Y0681C,Megalobrama pellegrini,Y_10_A,C_Megalobrama_pellegrini,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama amblycephala
Y0682C,Megalobrama pellegrini,Y_10_A,C_Megalobrama_pellegrini,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama amblycephala
Y0684C,Rhinogobio cylindricus,Y_10_A,C_Rhinogobio_cylindricus,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0686C,Rhinogobio cylindricus,Y_10_A,C_Rhinogobio_cylindricus,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0687C,Rhinogobio cylindricus,Y_10_A,C_Rhinogobio_cylindricus,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0688C,Rhinogobio cylindricus,Y_10_A,C_Rhinogobio_cylindricus,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0689C,Coreius guichenoti,Y_10_A,C_Coreius_guichenoti,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0691C,Rhinogobio ventralis,Y_10_A,C_Rhinogobio_ventralis,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama guichenoti
Y0692C,Xenophysogobio boulengeri,Y_10_A,C_Xenophysogobio_boulengeri,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0695C,Squalidus wolterstorffi,Y_10_A,C_Squalidus_wolterstorffi,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0696C,Hemiculter bleekeri,Y_10_A,C_Hemiculter_bleekeri,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0698C,Ancherythroculter nigrocauda,Y_10_A,C_Ancherythroculter_nigrocauda,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0704C,Chanodichthys mongolicus,Y_10_A,C_Chanodichthys_mongolicus,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0706C,Chanodichthys dabryi,Y_10_A,C_Chanodichthys_dabryi,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0707C,Chanodichthys dabryi,Y_10_A,C_Chanodichthys_dabryi,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0708C,Hemiculter bleekeri,Y_10_A,C_Hemiculter_bleekeri,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0709C,Hemiculter bleekeri,Y_10_A,C_Hemiculter_bleekeri,C_Y_10_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0710C,Triplophysa orientalis,Y_11_A,C_Triplophysa_orientalis,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0711C,Triplophysa orientalis,Y_11_A,C_Triplophysa_orientalis,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0712C,Triplophysa orientalis,Y_11_A,C_Triplophysa_orientalis,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0713C,Triplophysa orientalis,Y_11_A,C_Triplophysa_orientalis,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0714C,Triplophysa orientalis,Y_11_A,C_Triplophysa_orientalis,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0715C,Gymnocypris eckloni,Y_11_A,C_Gymnocypris_eckloni,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris eckloni
Y0718C,Gymnocypris eckloni,Y_11_A,C_Gymnocypris_eckloni,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris eckloni
Y0719C,Gymnocypris eckloni,Y_11_A,C_Gymnocypris_eckloni,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/155/GCA_027564155.1_ASM2756415v1/GCA_027564155.1_ASM2756415v1_genomic.fna.gz,Gymnocypris eckloni
Y0720C,Triplophysa pseudoscleroptera,Y_11_B,C_Triplophysa_pseudoscleroptera,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0721C,Triplophysa pseudoscleroptera,Y_11_B,C_Triplophysa_pseudoscleroptera,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0722C,Triplophysa pseudoscleroptera,Y_11_B,C_Triplophysa_pseudoscleroptera,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0723C,Triplophysa pseudoscleroptera,Y_11_B,C_Triplophysa_pseudoscleroptera,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0724C,Triplophysa pseudoscleroptera,Y_11_B,C_Triplophysa_pseudoscleroptera,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0725C,Triplophysa pappenheimi,Y_11_B,C_Triplophysa_pappenheimi,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0726C,Triplophysa pappenheimi,Y_11_B,C_Triplophysa_pappenheimi,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0727C,Triplophysa pappenheimi,Y_11_B,C_Triplophysa_pappenheimi,C_Y_11_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0728C,Triplophysa siluroides,Y_11_A,C_Triplophysa_siluroides,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0729C,Triplophysa siluroides,Y_11_A,C_Triplophysa_siluroides,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0730C,Triplophysa siluroides,Y_11_A,C_Triplophysa_siluroides,C_Y_11_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0734C,Schizopygopsis selincuoensis,Y_20_D,C_Schizopygopsis_selincuoensis,C_Y_20_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0738C,Schizopygopsis selincuoensis,Y_20_E,C_Schizopygopsis_selincuoensis,C_Y_20_E,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0739C,Schizopygopsis selincuoensis,Y_20_E,C_Schizopygopsis_selincuoensis,C_Y_20_E,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0743C,Schizopygopsis selincuoensis,Y_20_E,C_Schizopygopsis_selincuoensis,C_Y_20_E,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0744C,Schizopygopsis selincuoensis,Y_20_C,C_Schizopygopsis_selincuoensis,C_Y_20_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0745C,Schizopygopsis selincuoensis,Y_20_C,C_Schizopygopsis_selincuoensis,C_Y_20_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0746C,Schizopygopsis selincuoensis,Y_20_C,C_Schizopygopsis_selincuoensis,C_Y_20_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0753C,Schizopygopsis selincuoensis,Y_20_A,C_Schizopygopsis_selincuoensis,C_Y_20_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0754C,Schizopygopsis selincuoensis,Y_20_A,C_Schizopygopsis_selincuoensis,C_Y_20_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0755C,Schizopygopsis selincuoensis,Y_20_A,C_Schizopygopsis_selincuoensis,C_Y_20_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0761C,Schizopyge dolichonema,Y_21_A,C_Schizopyge_dolichonema,C_Y_21_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax lantsangensis
Y0762C,Schizopyge dolichonema,Y_21_A,C_Schizopyge_dolichonema,C_Y_21_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax lantsangensis
Y0766C,Euchiloglanis kishinouyei,Y_21_A,C_Euchiloglanis_kishinouyei,C_Y_21_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0767C,Euchiloglanis kishinouyei,Y_21_A,C_Euchiloglanis_kishinouyei,C_Y_21_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0768C,Euchiloglanis kishinouyei,Y_21_A,C_Euchiloglanis_kishinouyei,C_Y_21_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0769C,Euchiloglanis kishinouyei,Y_21_A,C_Euchiloglanis_kishinouyei,C_Y_21_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0771C,Schizopygopsis selincuoensis,Y_20_B,C_Schizopygopsis_selincuoensis,C_Y_20_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0772C,Schizopygopsis selincuoensis,Y_20_B,C_Schizopygopsis_selincuoensis,C_Y_20_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0773C,Schizopygopsis selincuoensis,Y_20_B,C_Schizopygopsis_selincuoensis,C_Y_20_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0775C,Triplophysa leptosoma,Y_20_I,C_Triplophysa_leptosoma,C_Y_20_I,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0779C,Schizopygopsis selincuoensis,Y_20_H,C_Schizopygopsis_selincuoensis,C_Y_20_H,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0780C,Schizopygopsis selincuoensis,Y_20_H,C_Schizopygopsis_selincuoensis,C_Y_20_H,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0781C,Schizopygopsis selincuoensis,Y_20_H,C_Schizopygopsis_selincuoensis,C_Y_20_H,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0782C,Triplophysa stenura,Y_20_G,C_Triplophysa_stenura,C_Y_20_G,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0783C,Triplophysa stenura,Y_20_G,C_Triplophysa_stenura,C_Y_20_G,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0784C,Triplophysa stenura,Y_20_G,C_Triplophysa_stenura,C_Y_20_G,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0785C,Triplophysa leptosoma,Y_20_I,C_Triplophysa_leptosoma,C_Y_20_I,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0786C,Triplophysa leptosoma,Y_20_I,C_Triplophysa_leptosoma,C_Y_20_I,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0790C,Schizopygopsis selincuoensis,Y_20_I,C_Schizopygopsis_selincuoensis,C_Y_20_I,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0791C,Schizopygopsis selincuoensis,Y_20_I,C_Schizopygopsis_selincuoensis,C_Y_20_I,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0794C,Triplophysa stenura,Y_20_H,C_Triplophysa_stenura,C_Y_20_H,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0797C,Triplophysa stenura,Y_20_H,C_Triplophysa_stenura,C_Y_20_H,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0815C,Gymnodiptychus pachycheilus,Y_22_A,C_Gymnodiptychus_pachycheilus,C_Y_22_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/026/305/GCA_033026305.1_C_molitorella_v1.0/GCA_033026305.1_C_molitorella_v1.0_genomic.fna.gz,Cirrhinus molitorella
Y0816C,Gymnodiptychus pachycheilus,Y_22_A,C_Gymnodiptychus_pachycheilus,C_Y_22_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/026/305/GCA_033026305.1_C_molitorella_v1.0/GCA_033026305.1_C_molitorella_v1.0_genomic.fna.gz,Cirrhinus molitorella
Y0817C,Gymnodiptychus pachycheilus,Y_22_A,C_Gymnodiptychus_pachycheilus,C_Y_22_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/026/305/GCA_033026305.1_C_molitorella_v1.0/GCA_033026305.1_C_molitorella_v1.0_genomic.fna.gz,Cirrhinus molitorella
Y0818C,Triplophysa stoliczkai,Y_22_B,C_Triplophysa_stoliczkai,C_Y_22_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0819C,Schizopygopsis malacanthus,Y_22_B,C_Schizopygopsis_malacanthus,C_Y_22_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0820C,Schizopygopsis pylzovi,Y_23_A,C_Schizopygopsis_pylzovi,C_Y_23_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/435/GCA_027422435.1_SKLP_Spyl_1.3/GCA_027422435.1_SKLP_Spyl_1.3_genomic.fna.gz,Schizopygopsis pylzovi
Y0821C,Schizopygopsis pylzovi,Y_23_A,C_Schizopygopsis_pylzovi,C_Y_23_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/435/GCA_027422435.1_SKLP_Spyl_1.3/GCA_027422435.1_SKLP_Spyl_1.3_genomic.fna.gz,Schizopygopsis pylzovi
Y0823C,Schizopygopsis malacanthus,Y_22_C,C_Schizopygopsis_malacanthus,C_Y_22_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/474/115/GCA_027474115.1_SKLP_Smal_1.2/GCA_027474115.1_SKLP_Smal_1.2_genomic.fna.gz,Schizopygopsis malacanthus
Y0825C,Triplophysa stoliczkai,Y_22_B,C_Triplophysa_stoliczkai,C_Y_22_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
